id,national_code,title,tga_status,state_code,nominal_hours
434,BSBMKG526,Develop strategies to monetise digital engagement,Current,AWF83,55
435,BSBMKG527,Plan social media engagement,Current,AWF81,45
436,BSBMKG528,Mine data to identify industry directions,Current,AWF80,65
437,BSBMKG529,Manage client account,Current,AWF79,55
438,BSBMKG530,Create distributed multiplatform digital advertisements,Current,AWF78,55
439,BSBMKG603,Manage the marketing process,Current,AUM53,50
440,BSBMKG605,Evaluate international marketing opportunities,Current,AUL61,60
441,BSBMKG606,Manage international marketing programs,Current,AUL48,60
442,BSBMKG607,Manage market research,Current,AUH36,60
443,BSBMKG608,Develop organisational marketing objectives,Current,AUJ28,60
444,BSBMKG609,Develop a marketing plan,Current,AUH71,50
445,BSBMKG610,"Develop, implement and monitor a marketing campaign",Current,AUI65,80
446,BSBMKG611,Manage measurement of marketing effectiveness,Current,AUH76,50
447,BSBPMG409,Apply project scope management techniques,Current,AUK78,30
448,BSBPMG410,Apply project time management techniques,Current,AUM27,40
449,BSBPMG411,Apply project quality management techniques,Current,AUH75,30
450,BSBPMG412,Apply project cost management techniques,Current,AUK33,40
451,BSBPMG413,Apply project human resources management approaches,Current,AUI29,40
452,BSBPMG414,Apply project information management and communications techniques,Current,AUI69,30
453,BSBPMG415,Apply project risk management techniques,Current,AUH27,40
454,BSBPMG416,Apply project procurement procedures,Current,AUK58,40
455,BSBPMG417,Apply project life cycle management processes,Current,AUM13,40
456,BSBPMG418,Apply project stakeholder engagement techniques,Current,AUJ23,40
457,BSBPMG511,Manage project scope,Current,AUH53,40
458,BSBPMG512,Manage project time,Current,AUM39,40
459,BSBPMG513,Manage project quality,Current,AUH22,40
460,BSBPMG514,Manage project cost,Current,AUI15,40
461,BSBPMG515,Manage project human resources,Current,AUM40,40
462,BSBPMG516,Manage project information and communication,Current,AUL32,40
463,BSBPMG517,Manage project risk,Current,AUI09,40
464,BSBPMG518,Manage project procurement,Current,AUI04,50
465,BSBPMG519,Manage project stakeholder engagement,Current,AUL26,40
466,BSBPMG520,Manage project governance,Current,AUK84,20
467,BSBPMG521,Manage project integration,Current,AUL11,50
468,BSBPMG522,Undertake project work,Current,AUI91,45
469,BSBPMG601,Direct the integration of projects,Current,AUI63,40
470,BSBPMG602,Direct the scope of a project program,Current,AUL90,50
471,BSBPMG603,Direct time management of a project program,Current,AUK59,50
472,BSBPMG604,Direct cost management of a project program,Current,AUH32,50
473,BSBPMG605,Direct quality management of a project program,Current,AUH31,50
474,BSBPMG606,Direct human resources management of a project program,Current,AUL51,50
475,BSBPMG607,Direct communications management of a project program,Current,AUI07,50
476,BSBPMG609,Direct procurement and contracting for a project program,Current,AUL18,50
477,BSBPMG610,Enable program execution,Current,AUI10,45
478,BSBPMG611,Facilitate stakeholder engagement,Current,AUL35,35
479,BSBPMG612,Implement program governance,Current,AUJ16,55
480,BSBPMG613,Manage benefits,Current,AUI94,35
481,BSBPMG614,Engage in collaborative alliances,Current,AUH94,45
482,BSBPMG615,Manage program delivery,Current,AUK14,55
483,BSBPMG616,Manage program risk,Current,AUM17,50
484,BSBPMG617,Provide leadership for the program,Current,AUL39,65
485,BSBPMG801,Prioritise projects and programs,Current,AUM42,70
486,BSBPMG802,Select and balance the portfolio,Current,AUI84,90
487,BSBPMG803,Manage and review portfolio performance,Current,AUL04,70
488,BSBPMG804,Govern the portfolio,Current,AUJ77,90
489,BSBPMG805,Lead the portfolio,Current,AUJ12,55
490,BSBPMG806,Manage portfolio communications and change,Current,AUL45,70
491,BSBPMG807,Manage portfolio resources,Current,AUI14,80
492,BSBPMG808,Manage portfolio risk,Current,AUK53,55
493,BSBPRO301,Recommend products and services,Current,AUM18,20
494,BSBPRO401,Develop product knowledge,Current,AUH87,20
495,BSBPUB401,Develop and apply knowledge of public relations industry,Current,Aug-96,80
496,BSBPUB402,Develop public relations campaigns,Current,AUJ85,50
497,BSBPUB403,Develop public relations documents,Current,AUL15,50
498,BSBPUB501,Manage the public relations publication process,Current,AUI40,45
499,BSBPUB502,Develop and manage complex public relations campaigns,Current,AUJ19,50
500,BSBPUB503,Manage fundraising and sponsorship activities,Current,AUI76,50
501,BSBPUB504,Develop and implement crisis management plans,Current,AUH58,40
502,BSBPUR301,Purchase goods and services,Current,AUH11,30
503,BSBPUR401,Plan purchasing,Current,AUH91,40
504,BSBPUR402,Negotiate contracts,Current,AUI18,30
505,BSBPUR403,Conduct international purchasing,Current,AUH84,50
506,BSBPUR501,"Develop, implement and review purchasing strategies",Current,AUJ00,50
507,BSBPUR502,Manage supplier relationships,Current,Aug-97,50
508,BSBPUR503,Manage international purchasing,Current,AUH65,60
509,BSBPUR504,Manage a supply chain,Current,AUK62,40
510,BSBREL401,Establish networks,Current,AUL56,40
511,BSBREL402,Build client relationships and business networks,Current,AUH39,30
512,BSBREL403,Implement international client relationship strategies,Current,AUI56,40
513,BSBREL501,Build international client relationships,Current,AUK04,40
514,BSBREL502,Build international business networks,Current,AUI36,40
515,BSBRES401,Analyse and present research information,Current,AUL69,40
516,BSBRES404,Research legal information using primary sources,Current,AUK92,40
517,BSBRES502,Research legal information using secondary sources,Current,AUH25,40
518,BSBRES801,Initiate and lead applied research,Current,AUI35,150
519,BSBRKG301,Control records,Current,AUK99,50
520,BSBRKG302,Undertake disposal,Current,AUH40,25
521,BSBRKG303,Retrieve information from records,Current,AUK20,30
522,BSBRKG304,Maintain business records,Current,AUL57,30
523,BSBRKG305,Review recordkeeping functions,Current,AUM30,20
524,BSBRKG401,Review the status of a record,Current,AUH93,40
525,BSBRKG402,Provide information from and about records,Current,AUK02,40
526,BSBRKG403,Set up a business or records system for a small business,Current,AUH86,40
527,BSBRKG404,Monitor and maintain records in an online environment,Current,AUH73,50
528,BSBRKG502,Manage and monitor business or records systems,Current,AUI71,45
529,BSBRKG505,Document or reconstruct a business or records system,Current,AUK89,45
530,BSBRKG506,Develop and maintain terminology and classification schemes,Current,AUJ02,40
531,BSBRKG601,Define recordkeeping framework,Current,AUJ99,30
532,BSBRKG603,Prepare a functional analysis for an organisation,Current,AUL86,60
533,BSBRKG604,Determine security and access rules and procedures,Current,AUM02,60
534,BSBRKG605,Determine records requirements to document a function,Current,AUH90,60
535,BSBRKG606,Design a records retention and disposal schedule,Current,AUJ69,50
536,BSBRKG607,Document and monitor the record creating context,Current,AUH50,60
537,BSBRKG608,Plan management of records over time,Current,AUJ80,60
538,BSBRSK401,Identify risk and apply risk management processes,Current,AUI64,40
539,BSBRSK501,Manage risk,Current,AUM52,50
540,BSBSLS407,Identify and plan sales prospects,Current,AUJ31,40
541,BSBSLS408,"Present, secure and support sales solutions",Current,AUH05,40
542,BSBSLS501,Develop a sales plan,Current,AUL34,70
543,BSBSLS502,Lead and manage a sales team,Current,AUK27,40
544,BSBSMB201,Identify suitability for micro business,Current,AUJ60,20
545,BSBSMB301,Investigate micro business opportunities,Current,AUI99,30
546,BSBSMB302,Develop a micro business proposal,Current,AUL96,30
547,BSBSMB303,Organise finances for the micro business,Current,Aug-99,50
548,BSBSMB304,Determine resource requirements for the micro business,Current,AUL64,30
549,BSBSMB305,"Comply with regulatory, taxation and insurance requirements for the micro business",Current,AUJ89,45
550,BSBSMB306,Plan a home based business,Current,Aug-92,25
551,BSBSMB307,Set up information and communications technology for the micro business,Current,AUJ76,20
552,BSBSMB308,Improve energy efficiency in micro or small business operations,Current,AUJ51,30
553,BSBSMB401,Establish legal and risk management requirements of small business,Current,AUL08,40
554,BSBSMB402,Plan small business finances,Current,AUH17,50
555,BSBSMB403,Market the small business,Current,AUL85,40
556,BSBSMB404,Undertake small business planning,Current,AUH57,50
557,BSBSMB405,Monitor and manage small business operations,Current,AUH72,50
558,BSBSMB406,Manage small business finances,Current,AUH81,50
559,BSBSMB407,Manage a small team,Current,AUK88,40
560,BSBSMB408,"Manage personal, family, cultural and business obligations",Current,AUL20,30
561,BSBSMB409,Build and maintain relationships with small business stakeholders,Current,AUM00,20
562,BSBSMB410,Review and implement energy efficiency in business operations,Current,AUJ13,40
563,BSBSMB411,Manage specialist external advisory services,Current,AUH70,55
564,BSBSMB412,Introduce cloud computing into business operations,Current,AUH29,45
565,BSBSMB413,Design a digital action plan for small business,Current,AWF76,45
566,BSBSMB414,Time management for small business,Current,AWF77,35
567,BSBSMB415,Refine and strengthen a small business,Current,AWF75,45
568,BSBSMB416,Plan small business growth,Current,AWF74,35
569,BSBSMB417,Recruit staff,Current,AWF73,45
570,BSBSMB418,Manage compliance for small business,Current,AWF72,55
571,BSBSUS201,Participate in environmentally sustainable work practices,Current,AUK77,10
572,BSBSUS401,Implement and monitor environmentally sustainable work practices,Current,AWF71,40
573,BSBSUS402,Implement an environmental management plan,Current,AWF69,35
574,BSBSUS403,"Measure, monitor and reduce carbon emissions",Current,AWF70,35
575,BSBSUS404,"Assess, implement, monitor and report on waste management",Current,AWF68,35
576,BSBSUS405,"Assess, monitor and reduce water use",Current,AWF67,35
577,BSBSUS406,Identify and apply sustainability rating tools,Current,AWF66,35
578,BSBSUS501,Develop workplace policy and procedures for sustainability,Current,AUI86,50
579,BSBWHS201,Contribute to health and safety of self and others,Current,AUL95,15
580,BSBWHS301,Maintain workplace safety,Current,AUK29,20
581,BSBWHS302,Apply knowledge of WHS legislation in the workplace,Current,AUL62,30
582,BSBWHS303,"Participate in WHS hazard identification, risk assessment and risk control",Current,AUI52,30
583,BSBWHS304,Participate effectively in WHS communication and consultation processes,Current,AUH98,30
584,BSBWHS305,Contribute to WHS issue resolution,Current,AUK25,20
585,BSBWHS401,"Implement and monitor WHS policies, procedures and programs to meet legislative requirements",Current,AUL17,40
586,BSBWHS402,Assist with compliance with WHS laws,Current,AUI25,40
587,BSBWHS403,Contribute to implementing and maintaining WHS consultation and participation processes,Current,AUI30,40
588,BSBWHS404,"Contribute to WHS hazard identification, risk assessment and risk control",Current,AUL09,40
589,BSBWHS405,Contribute to implementing and maintaining WHS management systems,Current,AUH35,50
590,BSBWHS406,Assist with responding to incidents,Current,AUK46,30
591,BSBWHS407,"Assist with claims management, rehabilitation and return-to-work programs",Current,AUM41,40
592,BSBWHS408,Assist with effective WHS management of contractors,Current,AUI03,30
593,BSBWHS409,Assist with workplace monitoring processes,Current,AUI93,50
594,BSBWHS410,Contribute to work-related health and safety measures and initiatives,Current,AUK21,15
595,BSBWHS501,Ensure a safe workplace,Current,AUM01,50
596,BSBWHS502,Manage effective WHS consultation and participation processes,Current,AUI78,50
597,BSBWHS503,Contribute to the systematic management of WHS risk,Current,AUM38,50
598,BSBWHS504,Manage WHS risks,Current,AUL12,50
599,BSBWHS505,Investigate WHS incidents,Current,AUK76,60
600,BSBWHS506,"Contribute to developing, implementing and maintaining WHS management systems",Current,AUM23,50
601,BSBWHS507,Contribute to managing WHS information systems,Current,AUJ81,50
602,BSBWHS508,Manage WHS hazards associated with plant,Current,AUK71,50
603,BSBWHS509,Facilitate the development and use of WHS risk management tools,Current,AUI74,30
604,BSBWHS510,Contribute to implementing emergency procedures,Current,AUJ21,40
605,BSBWHS601,Apply legislative frameworks for WHS,Current,AUK50,30
606,BSBWHS602,Facilitate WHS activities,Current,AUH45,30
607,BSBWHS603,Implement WHS risk management,Current,AUK73,40
608,BSBWHS604,Evaluate the WHS performance of organisations,Current,AUH03,50
609,BSBWHS605,"Develop, implement and maintain WHS management systems",Current,AUM15,60
610,BSBWHS606,Conduct a WHS audit,Current,AUJ71,60
611,BSBWHS607,Apply ergonomics to manage WHS risks,Current,AUJ50,50
612,BSBWHS608,Assist with applying occupational hygiene to manage WHS risks,Current,AUJ38,50
613,BSBWHS609,Advise on the application of safe design principles to control WHS risks,Current,AUH30,50
614,BSBWOR201,Manage personal stress in the workplace,Current,AUI68,40
615,BSBWOR202,Organise and complete daily work activities,Current,AUK61,15
616,BSBWOR203,Work effectively with others,Current,AUH64,20
617,BSBWOR204,Use business technology,Current,AUK98,30
618,BSBWOR301,Organise personal work priorities and development,Current,AUJ68,30
619,BSBWOR302,Work effectively as an off-site worker,Current,AUI23,40
620,BSBWOR403,Manage stress in the workplace,Current,AUJ56,60
621,BSBWOR404,Develop work priorities,Current,AUJ35,30
622,BSBWOR501,Manage personal work priorities and professional development,Current,AUK69,50
623,BSBWOR502,Lead and manage team effectiveness,Current,AUH47,50
624,BSBWRK409,Prepare for and participate in dispute resolution,Current,AUM34,40
625,BSBWRK411,Support employee and industrial relations procedures,Current,AUJ32,40
626,BSBWRK510,Manage employee relations,Current,AUJ86,60
627,BSBWRT301,Write simple documents,Current,AUI96,30
628,BSBWRT401,Write complex documents,Current,AUK28,50
629,BSBWRT501,Write persuasive copy,Current,AUJ11,40
630,CUAACD101,Use basic drawing techniques,Current,AWK37,40
631,CUAACD201,Develop drawing skills to communicate ideas,Current,AWK36,70
632,CUAACD301,Produce drawings to communicate ideas,Current,AWK35,40
633,CUAACD302,Produce computer-aided drawings,Current,AWK34,60
634,CUAACD303,Produce technical drawings,Current,AWK33,70
635,CUAACD304,Make scale models,Current,AWK32,70
636,CUAACD401,Integrate colour theory and design processes,Current,AWK31,20
637,CUAACD402,Experiment with moulding and casting techniques,Current,AWK30,45
638,CUAACD501,Refine drawing and other visual representation tools,Current,AWK27,60
639,CUAACD502,Create observational drawings,Current,AWK29,45
640,CUAACD503,Select and refine a specialised drawing technique,Current,AWK28,40
641,CUAACD504,Research and apply light and colour,Current,AWK25,40
642,CUAACD505,Work with the human form in creative practice,Current,AWK24,45
643,CUAACD506,Refine 2-D design ideas and processes,Current,AWK26,60
644,CUAACD507,Refine 3-D design ideas and processes,Current,AWK23,60
645,CUAACD508,Refine model making skills,Current,AWK22,60
646,CUAACD509,Develop and refine metalworking techniques,Current,AWK21,45
647,CUAACD510,Manage kiln operations,Current,AWK19,30
648,CUAACD511,Make moulds and casts,Current,AWK20,45
649,CUAACD512,Work with photomedia in creative practice,Current,AWK18,50
650,CUAACD513,Make mixed media artworks,Current,AWK16,50
651,CUAACD514,Refine carving techniques for creative work,Current,AWK17,55
652,CUAACD515,Manage specialised finishing processes,Current,AWK15,40
653,CUAACD601,Extend professional expertise with drawing and other visual representation tools,Current,AWK14,55
654,CUAACD602,Extend professional expertise across new art forms and media,Current,AWK13,45
655,CUAACT301,Develop basic acting techniques,Current,WI001,30
656,CUAACT401,Use a range of acting techniques in performance,Current,WI002,45
657,CUAACT402,Develop acting techniques for musical theatre,Current,WI003,90
658,CUAACT403,Develop comedy techniques for musical theatre,Current,WI004,20
659,CUAACT404,Develop specialist acting techniques for musical theatre repertoire,Current,WI005,30
660,CUAADM301,Administer bookings for rehearsals and performances,Current,AWK12,40
661,CUAADM302,Book performance venues,Current,AWK11,34
662,CUAAIR201,Develop techniques for presenting information on air,Current,AWK10,30
663,CUAAIR301,Present programs on air,Current,AWK09,30
664,CUAAIR302,Develop techniques for presenting to camera,Current,AWK08,30
665,CUAAIR401,Conduct interviews,Current,AWK07,40
666,CUAAIR402,Present a wide range of material on air,Current,AWK06,30
667,CUAAIR501,Explore issues on air,Current,AWK05,30
668,CUAANM301,Create 2D digital animations,Current,AWK04,60
669,CUAANM302,Create 3D digital animations,Current,AWK03,75
670,CUAANM303,Create 3D digital models,Current,AWF65,75
671,CUAANM401,Create advanced 3D digital models,Current,AWK02,50
672,CUAANM402,Create digital visual effects,Current,AWF63,70
673,CUAANM403,Create titles for screen productions,Current,AWK01,50
674,CUAANM501,Create 3D digital character animation,Current,AWK00,50
675,CUAANM502,Create 3D digital environments,Current,AWJ99,60
676,CUAANM503,Design animation and digital visual effects,Current,AWJ97,80
677,CUAATS101,Develop understanding of own Aboriginal or Torres Strait Islander identity,Current,AWJ98,50
678,CUAATS201,Prepare for work in the Aboriginal and Torres Strait Islander visual arts industry,Current,AWJ96,25
679,CUAATS202,Investigate and present features of Aboriginal and Torres Strait Islander culture,Current,AWJ95,25
680,CUAATS301,Work effectively in the Aboriginal and Torres Strait Islander visual arts industry,Current,AWF64,50
681,CUAATS302,Produce work that expresses own Aboriginal or Torres Strait Islander identity,Current,AWJ94,60
682,CUAATS303,Develop and apply knowledge of Aboriginal or Torres Strait Islander cultural arts,Current,AWJ92,50
683,CUAATS401,Develop and apply knowledge of the Aboriginal and Torres Strait Islander visual arts industry,Current,AWJ93,200
684,CUAATS501,Plan Aboriginal and Torres Strait Islander visual arts projects,Current,AWJ90,80
685,CUAATS502,Research the cultures of Aboriginal and Torres Strait Islander visual artists,Current,AWJ91,80
686,CUAATS503,Work effectively with Aboriginal and Torres Strait Islander visual artists and their communities,Current,AWJ89,65
687,CUAATS504,Work with Aboriginal and Torres Strait Islander cultural material,Current,AWF62,30
688,CUABRD301,Perform basic transmission operations,Current,AWJ87,40
689,CUABRD302,Provide production support for television productions,Current,AWJ88,50
690,CUABRD303,Prepare video material for television transmission,Current,AWJ86,40
691,CUABRD401,Carry out television transmission operations,Current,AWJ85,10
692,CUABRD402,Vision mix television productions,Current,AWJ84,50
693,CUABRD403,Transfer film to digital formats,Current,AWJ83,10
694,CUABRD501,Operate master control,Current,AWJ82,50
695,CUABRT401,Install or upgrade broadcast equipment and facilities,Current,AWJ80,100
696,CUABRT402,Maintain broadcast equipment and facilities,Current,AWJ78,100
697,CUABRT403,Ensure quality of broadcast output,Current,AWJ79,100
698,CUABRT404,Coordinate outside broadcasts,Current,AWJ81,100
699,CUABRT501,Collaborate on the design of broadcasting facilities,Current,AWJ77,50
700,CUACAL301,Produce calligraphy,Current,AWJ74,50
701,CUACAL401,Experiment with techniques to produce calligraphy,Current,AWJ75,60
702,CUACAM201,Assist with a basic camera shoot,Current,AWF61,30
703,CUACAM301,Shoot material for screen productions,Current,AWF59,60
704,CUACAM302,Rig camera infrastructure,Current,AWJ76,30
705,CUACAM401,Shoot a wide range of screen content,Current,AWJ72,70
706,CUACAM402,Shoot screen content in a multi-camera environment,Current,AWJ73,60
707,CUACAM403,Install camera supports,Current,AWJ71,30
708,CUACAM404,Pull focus,Current,AWJ70,15
709,CUACAM501,Shoot material for screen productions under special conditions,Current,AWJ69,60
710,CUACAM601,Direct cinematography for screen productions,Current,AWJ68,50
711,CUACER201,Develop ceramic skills,Current,AWJ67,40
712,CUACER301,Produce ceramics,Current,AWJ66,50
713,CUACER401,Experiment with techniques to produce ceramics,Current,AWJ65,60
714,CUACER402,Experiment with throwing techniques,Current,AWJ64,60
715,CUACER403,Experiment with ceramic surface treatments,Current,AWJ63,45
716,CUACER501,Refine ceramics techniques,Current,AWJ62,55
717,CUACER502,Investigate ceramic materials and processes,Current,AWJ59,65
718,CUACER503,Refine throwing techniques,Current,AWJ61,60
719,CUACER504,Refine handbuilding techniques,Current,AWJ60,60
720,CUACER505,Develop and apply ceramic glazes,Current,AWJ58,55
721,CUACHR301,Develop basic dance composition skills,Current,WI006,20
722,CUACHR401,Create and perform dance pieces,Current,WI007,30
723,CUACHR402,Create short dance pieces,Current,WI008,30
724,CUACHR403,Develop choreography skills,Current,WI009,40
725,CUACHR501,Create and perform complex dance pieces,Current,WI010,50
726,CUACHR601,Create choreography for stage and screen,Current,WI011,60
727,CUACHR602,Develop skills in dance notation,Current,WI012,40
728,CUACIR301,Perform basic on-ground acrobatic techniques,Current,WI013,20
729,CUACIR401,Develop acrobatic techniques for theatrical performances,Current,WI014,25
730,CUACMP301,Implement copyright arrangements,Current,AWJ57,40
731,CUACMP501,Manage copyright arrangements,Current,AWJ56,50
732,CUACNM201,Monitor collections for changes in condition,Current,AWJ55,30
733,CUACNM301,Move and store collection material,Current,AWF60,50
734,CUACNM401,Assess the significance of collection objects,Current,AWF58,40
735,CUACNM402,Prepare display mounts for collection material,Current,AWF57,50
736,CUACNM403,Work with cultural material,Current,AWF56,20
737,CUACNM501,Assess the significance of collections,Current,AWF55,40
738,CUACNM601,Manage collection maintenance and preservation procedures,Current,AWF54,100
739,CUACOS301,Apply art finishing,Current,WI015,40
740,CUACOS302,Dress performers,Current,WI016,25
741,CUACOS303,"Modify, repair and maintain costumes",Current,WI017,30
742,CUACOS304,Develop and apply knowledge of costume,Current,WI018,40
743,CUACOS305,Maintain costume continuity,Current,AWJ54,40
744,CUACOS401,Make costumes for dance and physical theatre,Current,WI019,80
745,CUACOS402,Make costume accessories,Current,WI020,60
746,CUACOS403,Develop expertise in costume component construction,Current,AWJ53,80
747,CUACOS404,Construct blocks for period costumes,Current,AWJ52,80
748,CUACOS405,Develop expertise in pattern development for costume,Current,AWJ51,80
749,CUACOS501,Make period costumes,Current,WI021,160
750,CUACOS502,Make character costumes,Current,WI022,80
751,CUACOS503,Create theatrical millinery,Current,WI023,140
752,CUACOS504,Make specialised costumes,Current,WI024,60
753,CUACOS505,Coordinate costume manufacture,Current,WI025,55
754,CUACOS506,Manage an off-site costume department,Current,AWJ50,60
755,CUACOS507,Construct costume corsetry and undergarments,Current,AWJ48,100
756,CUACOS508,Cut and drape complex period costumes,Current,AWJ49,100
757,CUACOS509,Design costumes,Current,AWJ47,100
758,CUACOS510,Realise costumes,Current,AWJ46,60
759,CUADAN101,Develop foundation dance techniques,Current,WI026,25
760,CUADAN102,Develop foundation ballet dance technique,Current,WI027,40
761,CUADAN103,Develop foundation jazz dance technique,Current,WI028,25
762,CUADAN104,Develop foundation tap dance technique,Current,WI029,25
763,CUADAN105,Develop foundation street dance technique,Current,WI030,25
764,CUADAN106,Develop foundation cultural dance technique,Current,WI031,25
765,CUADAN201,Develop basic dance techniques,Current,WI032,50
766,CUADAN202,Incorporate artistic expression into basic dance performances,Current,WI033,20
767,CUADAN203,Perform basic jazz dance technique,Current,WI034,45
768,CUADAN204,Perform basic Aboriginal and Torres Strait Islander dance technique,Current,WI035,80
769,CUADAN205,Perform basic contemporary dance technique,Current,WI036,45
770,CUADAN206,Perform basic ballet technique,Current,WI037,45
771,CUADAN207,Perform basic tap technique,Current,WI038,45
772,CUADAN208,Perform basic street dance technique,Current,WI039,45
773,CUADAN209,Perform basic cultural dance technique,Current,WI040,45
774,CUADAN301,Integrate rhythm in dance or movement technique,Current,WI041,20
775,CUADAN302,Increase depth of Aboriginal and Torres Strait Islander dance technique,Current,WI042,20
776,CUADAN303,Develop dance partnering techniques,Current,WI043,60
777,CUADAN304,Develop dance improvisation skills,Current,WI044,30
778,CUADAN305,Increase depth of jazz dance technique,Current,WI045,50
779,CUADAN306,Increase depth of ballet dance technique,Current,WI046,80
780,CUADAN307,Increase depth of cultural dance technique,Current,WI047,80
781,CUADAN308,Increase depth of contemporary dance technique,Current,WI048,45
782,CUADAN309,Increase depth of street dance technique,Current,WI049,45
783,CUADAN310,Increase depth of social dance technique,Current,WI050,45
784,CUADAN311,Increase depth of tap dance technique,Current,WI051,45
785,CUADAN402,Improvise advanced dance sequences,Current,WI052,40
786,CUADAN403,Develop expertise in jazz dance technique,Current,WI053,65
787,CUADAN404,Develop expertise in bodyweather and butoh dance technique,Current,WI054,70
788,CUADAN405,Develop expertise in street dance technique,Current,WI055,70
789,CUADAN406,Develop expertise in social dance technique,Current,WI056,70
790,CUADAN407,Develop expertise in dance performance technique,Current,WI057,70
791,CUADAN408,Develop expertise in ballet technique,Current,WI058,100
792,CUADAN409,Develop expertise in contemporary dance technique,Current,WI059,100
793,CUADAN410,Develop expertise in tap dance technique,Current,WI060,70
794,CUADAN411,Develop expertise in cultural dance technique,Current,WI061,60
795,CUADAN412,Develop dance techniques for musical theatre,Current,WI062,140
796,CUADAN501,Refine ballet technique,Current,WI063,140
797,CUADAN502,Refine ballet performance skills,Current,WI064,140
798,CUADAN503,Perform repertoire for corps de ballet,Current,WI065,120
799,CUADAN504,Perform ballet solo variations,Current,WI066,115
800,CUADAN505,Refine contemporary dance technique,Current,WI067,140
801,CUADAN506,Refine cultural dance technique,Current,WI068,75
802,CUADAN507,Refine dance partnering techniques,Current,WI069,100
803,CUADAN508,Develop expertise in allied contemporary dance techniques,Current,WI070,80
804,CUADAN509,Refine pointe work techniques,Current,WI071,85
805,CUADAN601,Perform dance repertoire at a professional level,Current,WI072,120
806,CUADAN602,Perform advanced classical ballet technique,Current,WI073,140
807,CUADAN603,Extend ballet technique to a professional level,Current,WI074,220
808,CUADAN604,Extend ballet performance skills to a professional level,Current,WI075,120
809,CUADAN605,Perform pas de deux at a professional level,Current,WI076,100
810,CUADAN606,Extend pointe work techniques to a professional level,Current,WI077,90
811,CUADAN607,Extend contemporary dance technique to a professional level,Current,WI078,120
812,CUADAN608,Extend contemporary dance performance skills to a professional level,Current,WI079,120
813,CUADAN609,Extend cultural dance performance skills to a professional level,Current,WI080,100
814,CUADAN610,Extend allied contemporary dance techniques at a professional level,Current,WI081,100
815,CUADAN611,Perform virtuoso contemporary dance technique,Current,WI082,140
816,CUADES401,Research and apply techniques for the design of wearable objects,Current,AWJ44,90
817,CUADES402,Research and apply techniques in product design,Current,AWJ45,70
818,CUADES403,Research and apply techniques in spatial design,Current,AWJ42,80
819,CUADES501,Design events,Current,WI083,20
820,CUADES502,Realise production designs,Current,WI084,100
821,CUADES601,Design innovative products,Current,AWJ41,50
822,CUADIG201,Maintain interactive content,Current,AWF53,30
823,CUADIG202,Develop digital imaging skills,Current,AWJ40,40
824,CUADIG203,Develop video art skills,Current,AWJ43,40
825,CUADIG301,Prepare video assets,Current,AWJ36,30
826,CUADIG302,Author interactive sequences,Current,AWJ37,40
827,CUADIG303,Produce and prepare photo images,Current,AWF52,60
828,CUADIG304,Create visual design components,Current,AWJ35,40
829,CUADIG305,Produce digital images,Current,AWJ39,50
830,CUADIG306,Produce video art,Current,AWJ38,50
831,CUADIG401,Author interactive media,Current,AWF51,50
832,CUADIG402,Design user interfaces,Current,AWJ32,50
833,CUADIG403,Create user interfaces,Current,AWJ33,50
834,CUADIG404,Apply scripting language in authoring,Current,AWJ34,60
835,CUADIG405,Produce innovative digital images,Current,AWJ31,60
836,CUADIG406,Produce innovative video art,Current,AWJ30,60
837,CUADIG501,Coordinate the testing of interactive media products,Current,AWJ29,40
838,CUADIG502,Design digital applications,Current,AWJ28,50
839,CUADIG503,Design e-learning resources,Current,AWJ27,40
840,CUADIG504,Design games,Current,AWJ26,40
841,CUADIG505,Design information architecture,Current,AWJ25,70
842,CUADIG506,Design interaction,Current,AWJ23,40
843,CUADIG507,Design digital simulations,Current,AWJ24,50
844,CUADIG508,Refine digital art techniques,Current,AWJ22,70
845,CUADIG509,Investigate technologies for the creation of digital art,Current,AWJ21,60
846,CUADLT301,Develop basic dance analysis skills,Current,WI085,20
847,CUADLT401,Document dance,Current,WI086,40
848,CUADLT402,Explore the relationship between music and dance,Current,WI087,40
849,CUADRA201,Develop drawing skills,Current,AWF49,40
850,CUADRA301,Produce drawings,Current,AWJ20,50
851,CUADRA401,Experiment with techniques to produce drawings,Current,AWJ19,60
852,CUADRA501,Refine drawing techniques,Current,AWJ18,70
853,CUADRA502,Investigate drawing materials and processes,Current,AWJ16,60
854,CUADRT401,Direct television programs and segments,Current,AWJ14,60
855,CUADRT501,Direct rehearsals of performers,Current,AWJ17,50
856,CUADRT502,Direct performers for screen productions,Current,AWJ15,50
857,CUADRT601,Establish the creative vision for screen productions,Current,AWJ13,50
858,CUADRT602,Audition and select performers,Current,AWJ12,50
859,CUADRT603,Direct screen production crews,Current,AWJ11,50
860,CUADRT604,Devise camera coverage,Current,AWJ09,50
861,CUADRT605,Collaborate with editors during post-production,Current,AWJ10,50
862,CUADTM301,Assist with dance teaching,Current,WI088,35
863,CUADTM401,Plan and organise dance classes,Current,WI089,40
864,CUADTM402,Teach basic classical ballet dance technique,Current,WI090,60
865,CUADTM403,Apply safe dance teaching methods,Current,WI091,60
866,CUADTM404,Teach basic jazz dance technique,Current,WI092,40
867,CUADTM405,Teach basic contemporary dance technique,Current,WI093,40
868,CUADTM406,Teach basic tap dance technique,Current,WI094,40
869,CUADTM407,Teach basic cultural dance technique,Current,WI095,40
